Person_ID,Time,Landing_Coordinates,Landing_Forces,Pressure_Readings
1,0.0,-0.0,99.09261101401495,20.512968100858977
1,0.002002002002002002,-1.963925887849812e-05,61.5671441182236,15.182716119915002
1,0.004004004004004004,-7.855703551399248e-05,137.19310649764122,40.99002876040328
1,0.006006006006006006,-0.00017675332990648308,111.62176900227871,30.740630508815887
1,0.008008008008008008,-0.0003142281420559699,144.6109613181452,37.551834618551545
1,0.01001001001001001,-0.000490981471962453,71.32046365880123,19.05535614211378
1,0.012012012012012012,-0.0007070133196259323,76.79472958618513,27.092517403665894
1,0.014014014014014014,-0.0009623236850464078,62.26358893792274,27.635505715738546
1,0.016016016016016016,-0.0012569125682238796,67.42489630964275,12.125384154162134
1,0.018018018018018018,-0.0015907799691583476,53.7662435399931,16.012812245176555
1,0.02002002002002002,-0.001963925887849812,83.67997371889662,19.960877930425703
1,0.022022022022022022,-0.0023763503242982724,102.08833314205535,33.865436228308184
1,0.024024024024024024,-0.0028280532785037293,84.23450121731943,26.604853117767355
1,0.026026026026026026,-0.003319034750466182,99.00865481117603,22.914678869023682
1,0.028028028028028028,-0.003849294740185631,86.71345613459405,27.53679133139638
1,0.03003003003003003,-0.004418833247662077,49.71536655943065,33.84107019555363
1,0.03203203203203203,-0.0050276502728955185,128.94904992539884,40.976006030107776
1,0.03403403403403403,-0.005675745815885955,91.97878517422173,28.69089768692296
1,0.036036036036036036,-0.00636311987663339,88.65461367949098,20.88253912163455
1,0.03803803803803804,-0.007089772455137822,25.07826717327472,6.345020573744433
1,0.04004004004004004,-0.007855703551399248,144.03410416208524,51.200013616031676
1,0.04204204204204204,-0.00866091316541767,83.02612371976613,19.445253897380606
1,0.044044044044044044,-0.00950540129719309,82.23975816826048,26.43280298470786
1,0.04604604604604605,-0.010389167946725507,53.50839886127097,6.827074271186474
1,0.04804804804804805,-0.011312213114014917,66.33073405761442,5.916722852805666
1,0.050050050050050046,-0.012274536799061321,126.79524694997484,34.485265215316325
1,0.05205205205205205,-0.013276139001864728,23.625646849207254,0.4305189959048592
1,0.05405405405405406,-0.01431701972242513,140.2705109116889,35.14971509254426
1,0.056056056056056056,-0.015397178960742525,303.7717907996597,79.30533486238643
1,0.058058058058058054,-0.016516616716816916,187.8640823427428,46.84190909106512
1,0.06006006006006006,-0.01767533299064831,34.845487014301106,14.092761149662838
1,0.062062062062062065,-0.018873327782236694,39.15270900235042,12.001014501621183
1,0.06406406406406406,-0.020110601091582074,85.79683117885763,15.70648352390452
1,0.06606606606606606,-0.02138715291868445,81.48083454201087,20.639186691375993
1,0.06806806806806806,-0.02270298326354382,27.34942424261897,-3.652830703938437
1,0.07007007007007007,-0.024058092126160197,184.5933730709427,50.80519119015442
1,0.07207207207207207,-0.02545247950653356,82.03745664500416,14.831608993973653
1,0.07407407407407407,-0.026886145404663924,19.676685214775606,8.071385051139192
1,0.07607607607607608,-0.028359089820551287,18.28564384928385,3.6735440681574794
1,0.07807807807807808,-0.02987131275419564,29.41817129570927,17.783262040568665
1,0.08008008008008008,-0.03142281420559699,56.38047039430858,4.489292245129473
1,0.08208208208208208,-0.033013594174755335,50.578618114534656,7.463198547323327
1,0.08408408408408408,-0.03464365266167068,135.47505004366528,38.217721065884874
1,0.08608608608608609,-0.036312989666343026,0.5813026755808786,7.1820028733753345
1,0.08808808808808809,-0.03802160518877236,223.10060628060637,51.43251748450345
1,0.09009009009009009,-0.039769499228958685,90.48853331311997,25.374729087693545
1,0.0920920920920921,-0.041556671786902026,42.748890597999115,6.689248663117756
1,0.0940940940940941,-0.04338312286260235,52.78245532541461,23.62399276568338
1,0.0960960960960961,-0.04524885245605967,70.51948472630714,21.390702174684588
1,0.0980980980980981,-0.04715386056727398,16.523497678559465,6.269504770349763
1,0.10010010010010009,-0.049098147196245286,14.578690945418632,6.681347163044089
1,0.1021021021021021,-0.05108171234297361,109.59835805976867,30.594610858000717
