User_ID,NFC_ID,Time,Landing_Coordinates,Landing_Forces,Pressure_Readings
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.0,-0.0,98.23698470087587,18.30969259112533
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.002002002002002002,-1.963925887849812e-05,100.27397701110917,14.963643523042204
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.004004004004004004,-7.855703551399248e-05,48.89940974473716,14.932895598745134
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.006006006006006006,-0.00017675332990648308,62.97831609921387,10.511058149952753
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.008008008008008008,-0.0003142281420559699,11.284734410118503,-12.814896848185404
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.01001001001001001,-0.000490981471962453,18.603346124214166,5.577022711630611
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.012012012012012012,-0.0007070133196259323,150.95941820834562,32.55591913698376
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.014014014014014014,-0.0009623236850464078,81.37543382473262,18.386882360291676
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.016016016016016016,-0.0012569125682238796,15.286256411431623,6.346346448732611
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.018018018018018018,-0.0015907799691583476,5.735399164957487,-4.968550636693989
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.02002002002002002,-0.001963925887849812,24.03256227406906,0.6695019909815341
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.022022022022022022,-0.0023763503242982724,109.16426556631474,18.89736350962168
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.024024024024024024,-0.0028280532785037293,66.7278051958709,20.017683532988045
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.026026026026026026,-0.003319034750466182,52.55886582313805,5.135217437079498
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.028028028028028028,-0.003849294740185631,203.5379693736741,38.05396524448048
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.03003003003003003,-0.004418833247662077,43.13873318478703,3.8521872572654448
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.03203203203203203,-0.0050276502728955185,66.89944429455483,9.219868277944519
1,76a77f18-7322-4e65-9588-ee861c3d13bc,0.03403403403403403,-0.005675745815885955,84.22289104618706,12.373356450727227
